Team,Opponent,Win_Percentage,Wins,Losses,Ties,Total_Games
North Carolina,USC,100.0,2,0,0,2
North Carolina,Utah,50.0,1,1,0,2
North Carolina,Vanderbilt,55.56,5,4,0,9
North Carolina,Virginia,56.03,65,51,4,120
North Carolina,Virginia Tech,32.43,12,25,4,41
North Carolina,Wake Forest,67.62,71,34,2,107
North Carolina,Washington,,0,0,0,0
North Carolina,Washington State,,0,0,0,0
North Carolina,West Virginia,33.33,1,2,0,3
North Carolina,Wisconsin,0.0,0,2,0,2
Northwestern,Alabama,,0,0,0,0
Northwestern,Arizona,0.0,0,2,0,2
Northwestern,Arizona State,0.0,0,4,0,4
Northwestern,Arkansas,0.0,0,1,0,1
Northwestern,Auburn,50.0,1,1,0,2
Northwestern,BYU,,0,0,0,0
Northwestern,Baylor,,0,0,0,0
Northwestern,Boston College,80.0,4,1,0,5
Northwestern,California (Cal),66.67,2,1,0,3
Northwestern,Cincinnati,100.0,2,0,0,2
Northwestern,Clemson,,0,0,0,0
Northwestern,Colorado,50.0,1,1,0,2
Northwestern,Duke,41.67,10,14,0,24
Northwestern,Florida,0.0,0,2,0,2
Northwestern,Florida State,,0,0,0,0
Northwestern,Georgia,,0,0,0,0
Northwestern,Georgia Tech,,0,0,0,0
Northwestern,Houston,,0,0,0,0
Northwestern,Illinois,48.25,55,59,5,119
Northwestern,Indiana,56.63,47,36,1,84
Northwestern,Iowa,33.73,28,55,3,86
Northwestern,Iowa State,87.5,7,1,0,8
Northwestern,Kansas,100.0,2,0,0,2
Northwestern,Kansas State,100.0,2,0,0,2
Northwestern,Kentucky,100.0,2,0,0,2
Northwestern,LSU,,0,0,0,0
Northwestern,Louisville,,0,0,0,0
Northwestern,Maryland,80.0,4,1,0,5
Northwestern,Miami (FL),50.0,2,2,0,4
Northwestern,Michigan,19.74,15,61,2,78
Northwestern,Michigan State,31.67,19,41,0,60
Northwestern,Minnesota,40.43,38,56,5,99
Northwestern,Mississippi State,100.0,1,0,0,1
Northwestern,Missouri,44.44,4,5,0,9
Northwestern,NC State,,0,0,0,0
Northwestern,Nebraska,38.89,7,11,0,18
Northwestern,North Carolina,0.0,0,2,0,2
Northwestern,Northwestern,,0,0,0,0
Northwestern,Ohio State,17.5,14,66,1,81
Northwestern,Oklahoma,75.0,3,1,0,4
Northwestern,Oklahoma State,,0,0,0,0
Northwestern,Ole Miss,,0,0,0,0
Northwestern,Oregon,50.0,1,1,0,2
Northwestern,Oregon State,75.0,3,1,0,4
Northwestern,Penn State,27.27,6,16,0,22
Northwestern,Pittsburgh,57.14,4,3,0,7
Northwestern,Purdue,40.45,36,53,1,90
Northwestern,Rutgers,33.33,2,4,0,6
Northwestern,South Carolina,100.0,1,0,0,1
Northwestern,Stanford,33.33,2,4,2,8
Northwestern,Syracuse,54.55,6,5,0,11
Northwestern,TCU,25.0,1,3,0,4
Northwestern,Tennessee,0.0,0,2,0,2
Northwestern,Texas,100.0,1,0,0,1
Northwestern,Texas A&M,0.0,0,1,0,1
Northwestern,Texas Tech,0.0,0,1,0,1
Northwestern,UCF,,0,0,0,0
Northwestern,UCLA,57.14,4,3,0,7
Northwestern,USC,0.0,0,6,0,6
Northwestern,Utah,75.0,3,1,0,4
Northwestern,Vanderbilt,66.67,2,1,1,4
Northwestern,Virginia,,0,0,0,0
Northwestern,Virginia Tech,,0,0,0,0
Northwestern,Wake Forest,50.0,2,2,0,4
Northwestern,Washington,0.0,0,4,0,4
Northwestern,Washington State,100.0,1,0,0,1
Northwestern,West Virginia,,0,0,0,0
Northwestern,Wisconsin,37.37,37,62,4,103
Ohio State,Alabama,20.0,1,4,0,5
Ohio State,Arizona,75.0,3,1,0,4
Ohio State,Arizona State,100.0,2,0,0,2
Ohio State,Arkansas,100.0,1,0,0,1
Ohio State,Auburn,0.0,0,1,1,2
Ohio State,BYU,100.0,3,0,0,3
Ohio State,Baylor,100.0,2,0,0,2
Ohio State,Boston College,100.0,3,0,0,3
Ohio State,California (Cal),87.5,7,1,0,8
Ohio State,Cincinnati,100.0,8,0,0,8
Ohio State,Clemson,20.0,1,4,0,5
Ohio State,Colorado,80.0,4,1,0,5
Ohio State,Duke,75.0,3,1,0,4
Ohio State,Florida,0.0,0,2,0,2
Ohio State,Florida State,0.0,0,3,0,3
Ohio State,Georgia,0.0,0,2,0,2
Ohio State,Georgia Tech,,0,0,0,0
Ohio State,Houston,100.0,1,0,0,1
Ohio State,Illinois,70.0,70,30,4,104
Ohio State,Indiana,86.17,81,13,5,99
Ohio State,Iowa,76.56,49,15,3,67
Ohio State,Iowa State,,0,0,0,0
Ohio State,Kansas,,0,0,0,0
Ohio State,Kansas State,100.0,1,0,0,1
Ohio State,Kentucky,100.0,2,0,0,2
Ohio State,LSU,50.0,1,1,1,3
Ohio State,Louisville,100.0,2,0,0,2
Ohio State,Maryland,100.0,9,0,0,9
Ohio State,Miami (FL),50.0,3,3,0,6
Ohio State,Michigan,46.09,53,62,6,121
Ohio State,Michigan State,73.08,38,14,0,52
Ohio State,Minnesota,87.5,49,7,0,56
Ohio State,Mississippi State,,0,0,0,0
Ohio State,Missouri,83.33,10,2,1,13
Ohio State,NC State,100.0,2,0,0,2
Ohio State,Nebraska,90.91,10,1,0,11
Ohio State,North Carolina,75.0,3,1,0,4
Ohio State,Northwestern,82.5,66,14,1,81
Ohio State,Ohio State,,0,0,0,0
Ohio State,Oklahoma,50.0,2,2,0,4
Ohio State,Oklahoma State,100.0,2,0,0,2
Ohio State,Ole Miss,,0,0,0,0
Ohio State,Oregon,83.33,10,2,0,12
Ohio State,Oregon State,100.0,3,0,0,3
Ohio State,Penn State,65.85,27,14,0,41
Ohio State,Pittsburgh,79.17,19,5,1,25
Ohio State,Purdue,74.58,44,15,2,61
Ohio State,Rutgers,100.0,11,0,0,11
Ohio State,South Carolina,0.0,0,2,0,2
Ohio State,Stanford,40.0,2,3,0,5
Ohio State,Syracuse,66.67,4,2,0,6
Ohio State,TCU,83.33,5,1,1,7
Ohio State,Tennessee,50.0,1,1,0,2
Ohio State,Texas,60.0,3,2,0,5
Ohio State,Texas A&M,100.0,4,0,0,4
Ohio State,Texas Tech,100.0,2,0,0,2
Ohio State,UCF,100.0,1,0,0,1
Ohio State,UCLA,55.56,5,4,1,10
Ohio State,USC,43.48,10,13,1,24
Ohio State,Utah,100.0,2,0,0,2
Ohio State,Vanderbilt,75.0,3,1,0,4
Ohio State,Virginia,100.0,1,0,0,1
Ohio State,Virginia Tech,50.0,1,1,0,2
Ohio State,Wake Forest,,0,0,0,0
Ohio State,Washington,76.92,10,3,0,13
Ohio State,Washington State,100.0,8,0,0,8
Ohio State,West Virginia,100.0,2,0,0,2
Ohio State,Wisconsin,78.05,64,18,5,87
Oklahoma,Alabama,62.5,5,3,1,9
Oklahoma,Arizona,33.33,1,2,0,3
Oklahoma,Arizona State,0.0,0,1,0,1
Oklahoma,Arkansas,66.67,8,4,1,13
Oklahoma,Auburn,100.0,4,0,0,4
Oklahoma,BYU,33.33,1,2,0,3
Oklahoma,Baylor,84.38,27,5,0,32
Oklahoma,Boston College,100.0,2,0,0,2
Oklahoma,California (Cal),50.0,2,2,0,4
Oklahoma,Cincinnati,100.0,3,0,0,3
Oklahoma,Clemson,40.0,2,3,0,5
Oklahoma,Colorado,70.18,40,17,2,59
Oklahoma,Duke,100.0,1,0,0,1
Oklahoma,Florida,50.0,1,1,0,2
Oklahoma,Florida State,75.0,6,2,0,8
Oklahoma,Georgia,0.0,0,1,0,1
Oklahoma,Georgia Tech,,0,0,0,0
Oklahoma,Houston,80.0,4,1,0,5
Oklahoma,Illinois,0.0,0,1,0,1
Oklahoma,Indiana,0.0,0,1,0,1
Oklahoma,Iowa,100.0,2,0,0,2
Oklahoma,Iowa State,91.95,80,7,2,89
Oklahoma,Kansas,74.07,80,28,6,114
Oklahoma,Kansas State,77.55,76,22,4,102
Oklahoma,Kentucky,66.67,2,1,0,3
Oklahoma,LSU,40.0,2,3,0,5
Oklahoma,Louisville,100.0,2,0,0,2
Oklahoma,Maryland,100.0,4,0,0,4
Oklahoma,Miami (FL),42.86,3,4,0,7
Oklahoma,Michigan,100.0,2,0,0,2
Oklahoma,Michigan State,,0,0,0,0
Oklahoma,Minnesota,100.0,2,0,0,2
Oklahoma,Mississippi State,,0,0,0,0
Oklahoma,Missouri,73.12,68,25,5,98
Oklahoma,NC State,100.0,2,0,0,2
Oklahoma,Nebraska,55.29,47,38,3,88
Oklahoma,North Carolina,100.0,7,0,0,7
Oklahoma,Northwestern,25.0,1,3,0,4
Oklahoma,Ohio State,50.0,2,2,0,4
Oklahoma,Oklahoma,,0,0,0,0
Oklahoma,Oklahoma State,80.95,85,20,7,112
Oklahoma,Ole Miss,0.0,0,3,0,3
Oklahoma,Oregon,87.5,7,1,0,8
Oklahoma,Oregon State,50.0,1,1,0,2
Oklahoma,Penn State,100.0,2,0,0,2
Oklahoma,Pittsburgh,90.0,9,1,1,11
Oklahoma,Purdue,,0,0,0,0
Oklahoma,Rutgers,,0,0,0,0
Oklahoma,South Carolina,50.0,1,1,0,2
Oklahoma,Stanford,80.0,4,1,0,5
Oklahoma,Syracuse,100.0,4,0,0,4
Oklahoma,TCU,75.0,18,6,0,24
Oklahoma,Tennessee,66.67,4,2,0,6
Oklahoma,Texas,45.13,51,62,5,118
Oklahoma,Texas A&M,63.33,19,11,0,30
Oklahoma,Texas Tech,76.67,23,7,0,30
Oklahoma,UCF,100.0,1,0,0,1
Oklahoma,UCLA,83.33,5,1,0,6
Oklahoma,USC,25.0,2,6,1,9
Oklahoma,Utah,100.0,1,0,0,1
Oklahoma,Vanderbilt,100.0,2,0,1,3
Oklahoma,Virginia,100.0,1,0,0,1
Oklahoma,Virginia Tech,100.0,1,0,0,1
Oklahoma,Wake Forest,100.0,1,0,0,1
Oklahoma,Washington,66.67,2,1,0,3
Oklahoma,Washington State,100.0,3,0,0,3
Oklahoma,West Virginia,80.0,12,3,0,15
Oklahoma,Wisconsin,100.0,2,0,0,2
Oklahoma State,Alabama,100.0,1,0,0,1
Oklahoma State,Arizona,50.0,5,5,0,10
Oklahoma State,Arizona State,50.0,3,3,0,6
Oklahoma State,Arkansas,34.78,16,30,1,47
Oklahoma State,Auburn,,0,0,0,0
Oklahoma State,BYU,75.0,3,1,0,4
Oklahoma State,Baylor,52.27,23,21,0,44
Oklahoma State,Boston College,,0,0,0,0
Oklahoma State,California (Cal),,0,0,0,0
Oklahoma State,Cincinnati,60.0,3,2,0,5
Oklahoma State,Clemson,,0,0,0,0
Oklahoma State,Colorado,42.55,20,27,1,48
Oklahoma State,Duke,,0,0,0,0
Oklahoma State,Florida,0.0,0,1,0,1
Oklahoma State,Florida State,20.0,1,4,0,5
Oklahoma State,Georgia,25.0,1,3,0,4
Oklahoma State,Georgia Tech,,0,0,0,0
Oklahoma State,Houston,47.62,10,11,1,22
Oklahoma State,Illinois,,0,0,0,0
Oklahoma State,Indiana,100.0,1,0,1,2
Oklahoma State,Iowa,50.0,1,1,0,2
Oklahoma State,Iowa State,60.71,34,22,3,59
Oklahoma State,Kansas,56.94,41,31,3,75
Oklahoma State,Kansas State,62.32,43,26,0,69
Oklahoma State,Kentucky,,0,0,0,0
Oklahoma State,LSU,0.0,0,1,0,1
Oklahoma State,Louisville,50.0,1,1,0,2
Oklahoma State,Maryland,,0,0,0,0
Oklahoma State,Miami (FL),50.0,1,1,0,2
Oklahoma State,Michigan,0.0,0,2,0,2
Oklahoma State,Michigan State,,0,0,0,0
Oklahoma State,Minnesota,0.0,0,2,0,2
Oklahoma State,Mississippi State,60.0,3,2,0,5
Oklahoma State,Missouri,45.28,24,29,0,53
Oklahoma State,NC State,,0,0,0,0
Oklahoma State,Nebraska,11.9,5,37,1,43
Oklahoma State,North Carolina,,0,0,0,0
Oklahoma State,Northwestern,,0,0,0,0
Oklahoma State,Ohio State,0.0,0,2,0,2
Oklahoma State,Oklahoma,19.05,20,85,7,112
Oklahoma State,Oklahoma State,,0,0,0,0
Oklahoma State,Ole Miss,0.0,0,3,0,3
Oklahoma State,Oregon,0.0,0,2,0,2
Oklahoma State,Oregon State,100.0,1,0,0,1
Oklahoma State,Penn State,,0,0,0,0
Oklahoma State,Pittsburgh,100.0,2,0,0,2
Oklahoma State,Purdue,50.0,1,1,0,2
Oklahoma State,Rutgers,,0,0,0,0
Oklahoma State,South Carolina,50.0,1,1,0,2
Oklahoma State,Stanford,100.0,1,0,0,1
Oklahoma State,Syracuse,,0,0,0,0
Oklahoma State,TCU,53.12,17,15,2,34
Oklahoma State,Tennessee,0.0,0,1,0,1
Oklahoma State,Texas,28.95,11,27,0,38
Oklahoma State,Texas A&M,35.71,10,18,0,28
Oklahoma State,Texas Tech,48.98,24,25,3,52
Oklahoma State,UCF,0.0,0,2,0,2
Oklahoma State,UCLA,50.0,1,1,0,2
Oklahoma State,USC,,0,0,0,0
Oklahoma State,Utah,50.0,1,1,0,2
Oklahoma State,Vanderbilt,,0,0,0,0
Oklahoma State,Virginia,,0,0,0,0
Oklahoma State,Virginia Tech,66.67,2,1,0,3
Oklahoma State,Wake Forest,,0,0,0,0
Oklahoma State,Washington,66.67,2,1,0,3
Oklahoma State,Washington State,50.0,2,2,0,4
Oklahoma State,West Virginia,62.5,10,6,0,16
Oklahoma State,Wisconsin,0.0,0,1,0,1
Ole Miss,Alabama,13.85,9,56,2,67
Ole Miss,Arizona,,0,0,0,0
Ole Miss,Arizona State,,0,0,0,0
Ole Miss,Arkansas,47.89,34,37,1,72
Ole Miss,Auburn,27.08,13,35,0,48
Ole Miss,BYU,0.0,0,1,0,1
Ole Miss,Baylor,0.0,0,2,0,2
Ole Miss,Boston College,100.0,3,0,1,4
Ole Miss,California (Cal),0.0,0,2,0,2
Ole Miss,Cincinnati,,0,0,0,0
Ole Miss,Clemson,100.0,2,0,0,2
Ole Miss,Colorado,,0,0,0,0
Ole Miss,Duke,100.0,1,0,0,1
Ole Miss,Florida,50.0,13,13,1,27
Ole Miss,Florida State,50.0,1,1,0,2
Ole Miss,Georgia,30.61,15,34,1,50
Ole Miss,Georgia Tech,66.67,4,2,0,6
Ole Miss,Houston,83.33,15,3,0,18
Ole Miss,Illinois,,0,0,0,0
Ole Miss,Indiana,100.0,1,0,0,1
Ole Miss,Iowa,,0,0,0,0
Ole Miss,Iowa State,,0,0,0,0
Ole Miss,Kansas,,0,0,0,0
Ole Miss,Kansas State,,0,0,0,0
Ole Miss,Kentucky,67.39,31,15,1,47
Ole Miss,LSU,39.05,41,64,4,109
Ole Miss,Louisville,100.0,1,0,0,1
Ole Miss,Maryland,50.0,1,1,0,2
Ole Miss,Miami (FL),50.0,2,2,0,4
Ole Miss,Michigan,0.0,0,1,0,1
Ole Miss,Michigan State,,0,0,0,0
Ole Miss,Minnesota,0.0,0,1,0,1
Ole Miss,Mississippi State,58.77,67,47,5,119
Ole Miss,Missouri,12.5,1,7,0,8
Ole Miss,NC State,,0,0,0,0
Ole Miss,Nebraska,100.0,1,0,0,1
Ole Miss,North Carolina,,0,0,0,0
Ole Miss,Northwestern,,0,0,0,0
Ole Miss,Ohio State,,0,0,0,0
Ole Miss,Oklahoma,100.0,3,0,0,3
Ole Miss,Oklahoma State,100.0,3,0,0,3
Ole Miss,Ole Miss,,0,0,0,0
Ole Miss,Oregon,,0,0,0,0
Ole Miss,Oregon State,,0,0,0,0
Ole Miss,Penn State,100.0,1,0,0,1
Ole Miss,Pittsburgh,100.0,1,0,0,1
Ole Miss,Purdue,0.0,0,1,0,1
Ole Miss,Rutgers,,0,0,0,0
Ole Miss,South Carolina,57.89,11,8,0,19
Ole Miss,Stanford,,0,0,0,0
Ole Miss,Syracuse,,0,0,0,0
Ole Miss,TCU,71.43,5,2,0,7
Ole Miss,Tennessee,32.31,21,44,1,66
Ole Miss,Texas,25.0,2,6,0,8
Ole Miss,Texas A&M,40.0,6,9,0,15
Ole Miss,Texas Tech,57.14,4,3,0,7
Ole Miss,UCF,100.0,1,0,0,1
Ole Miss,UCLA,,0,0,0,0
Ole Miss,USC,,0,0,0,0
Ole Miss,Utah,,0,0,0,0
Ole Miss,Vanderbilt,60.22,56,37,2,95
Ole Miss,Virginia,,0,0,0,0
Ole Miss,Virginia Tech,50.0,1,1,0,2
Ole Miss,Wake Forest,33.33,1,2,0,3
Ole Miss,Washington,,0,0,0,0
Ole Miss,Washington State,100.0,1,0,0,1
Ole Miss,West Virginia,0.0,0,1,0,1
Ole Miss,Wisconsin,,0,0,0,0
Oregon,Alabama,,0,0,0,0
Oregon,Arizona,63.04,29,17,0,46
Oregon,Arizona State,53.85,21,18,0,39
Oregon,Arkansas,,0,0,0,0
Oregon,Auburn,0.0,0,2,0,2
Oregon,BYU,57.14,4,3,0,7
Oregon,Baylor,,0,0,0,0
Oregon,Boston College,,0,0,0,0
Oregon,California (Cal),51.85,42,39,1,82
Oregon,Cincinnati,,0,0,0,0
Oregon,Clemson,,0,0,0,0
Oregon,Colorado,64.0,16,9,0,25
Oregon,Duke,,0,0,0,0
Oregon,Florida,0.0,0,1,0,1
Oregon,Florida State,100.0,1,0,0,1
Oregon,Georgia,0.0,0,2,0,2
Oregon,Georgia Tech,,0,0,0,0
Oregon,Houston,100.0,3,0,0,3
Oregon,Illinois,75.0,3,1,0,4
Oregon,Indiana,40.0,2,3,0,5
Oregon,Iowa,75.0,3,1,0,4
Oregon,Iowa State,0.0,0,1,0,1
Oregon,Kansas,0.0,0,1,1,2
Oregon,Kansas State,100.0,1,0,0,1
Oregon,Kentucky,,0,0,0,0
Oregon,LSU,25.0,1,3,0,4
Oregon,Louisville,,0,0,0,0
Oregon,Maryland,100.0,1,0,0,1
Oregon,Miami (FL),0.0,0,1,0,1
Oregon,Michigan,50.0,3,3,0,6
Oregon,Michigan State,62.5,5,3,0,8
Oregon,Minnesota,40.0,2,3,0,5
Oregon,Mississippi State,100.0,2,0,0,2
Oregon,Missouri,0.0,0,1,0,1
Oregon,NC State,,0,0,0,0
Oregon,Nebraska,25.0,2,6,0,8
Oregon,North Carolina,100.0,1,0,0,1
Oregon,Northwestern,50.0,1,1,0,2
Oregon,Ohio State,16.67,2,10,0,12
Oregon,Oklahoma,12.5,1,7,0,8
Oregon,Oklahoma State,100.0,2,0,0,2
Oregon,Ole Miss,,0,0,0,0
Oregon,Oregon,,0,0,0,0
Oregon,Oregon State,55.34,57,46,6,109
Oregon,Penn State,50.0,3,3,0,6
Oregon,Pittsburgh,50.0,2,2,0,4
Oregon,Purdue,75.0,3,1,0,4
Oregon,Rutgers,100.0,1,0,0,1
Oregon,South Carolina,,0,0,0,0
Oregon,Stanford,43.37,36,47,1,84
Oregon,Syracuse,,0,0,0,0
Oregon,TCU,33.33,1,2,0,3
Oregon,Tennessee,100.0,2,0,0,2
Oregon,Texas,33.33,2,4,0,6
Oregon,Texas A&M,,0,0,0,0
Oregon,Texas Tech,100.0,4,0,0,4
Oregon,UCF,,0,0,0,0
Oregon,UCLA,45.21,33,40,0,73
Oregon,USC,37.1,23,39,2,64
Oregon,Utah,67.57,25,12,0,37
Oregon,Vanderbilt,,0,0,0,0
Oregon,Virginia,100.0,2,0,0,2
Oregon,Virginia Tech,,0,0,0,0
Oregon,Wake Forest,0.0,0,2,0,2
Oregon,Washington,45.1,46,56,4,106
Oregon,Washington State,58.43,52,37,6,95
Oregon,West Virginia,100.0,2,0,0,2
Oregon,Wisconsin,62.5,5,3,0,8
Oregon State,Alabama,,0,0,0,0
Oregon State,Arizona,39.02,16,25,1,42
Oregon State,Arizona State,34.78,16,30,1,47
Oregon State,Arkansas,,0,0,0,0
Oregon State,Auburn,0.0,0,1,0,1
Oregon State,BYU,54.55,6,5,0,11
Oregon State,Baylor,75.0,3,1,0,4
Oregon State,Boston College,,0,0,0,0
Oregon State,California (Cal),48.05,37,40,0,77
Oregon State,Cincinnati,0.0,0,2,0,2
Oregon State,Clemson,,0,0,0,0
Oregon State,Colorado,57.14,8,6,0,14
Oregon State,Duke,100.0,1,0,0,1
Oregon State,Florida,100.0,1,0,0,1
Oregon State,Florida State,,0,0,0,0
Oregon State,Georgia,0.0,0,3,0,3
Oregon State,Georgia Tech,,0,0,0,0
Oregon State,Houston,25.0,1,3,0,4
Oregon State,Illinois,100.0,1,0,0,1
Oregon State,Indiana,66.67,2,1,0,3
Oregon State,Iowa,41.67,5,7,0,12
Oregon State,Iowa State,100.0,1,0,0,1
Oregon State,Kansas,33.33,2,4,0,6
Oregon State,Kansas State,0.0,0,1,0,1
Oregon State,Kentucky,0.0,0,2,0,2
Oregon State,LSU,0.0,0,4,0,4
Oregon State,Louisville,50.0,1,1,0,2
Oregon State,Maryland,100.0,1,0,0,1
Oregon State,Miami (FL),,0,0,0,0
Oregon State,Michigan,0.0,0,5,0,5
Oregon State,Michigan State,14.29,1,6,1,8
Oregon State,Minnesota,20.0,1,4,0,5
Oregon State,Mississippi State,,0,0,0,0
Oregon State,Missouri,100.0,2,0,0,2
Oregon State,NC State,,0,0,0,0
Oregon State,Nebraska,18.18,2,9,0,11
Oregon State,North Carolina,,0,0,0,0
Oregon State,Northwestern,25.0,1,3,0,4
Oregon State,Ohio State,0.0,0,3,0,3
Oregon State,Oklahoma,50.0,1,1,0,2
Oregon State,Oklahoma State,0.0,0,1,0,1
Oregon State,Ole Miss,,0,0,0,0
Oregon State,Oregon,44.66,46,57,6,109
Oregon State,Oregon State,,0,0,0,0
Oregon State,Penn State,0.0,0,1,0,1
Oregon State,Pittsburgh,50.0,1,1,0,2
Oregon State,Purdue,66.67,2,1,0,3
Oregon State,Rutgers,,0,0,0,0
Oregon State,South Carolina,,0,0,0,0
Oregon State,Stanford,32.18,28,59,3,90
Oregon State,Syracuse,37.5,3,5,0,8
Oregon State,TCU,0.0,0,1,0,1
Oregon State,Tennessee,0.0,0,1,1,2
Oregon State,Texas,0.0,0,3,0,3
Oregon State,Texas A&M,,0,0,0,0
Oregon State,Texas Tech,0.0,0,2,0,2
Oregon State,UCF,,0,0,0,0
Oregon State,UCLA,29.51,18,43,4,65
Oregon State,USC,14.67,11,64,4,79
Oregon State,Utah,52.0,13,12,1,26
Oregon State,Vanderbilt,,0,0,0,0
Oregon State,Virginia,,0,0,0,0
Oregon State,Virginia Tech,,0,0,0,0
Oregon State,Wake Forest,0.0,0,1,0,1
Oregon State,Washington,34.41,32,61,2,95
Oregon State,Washington State,44.0,44,56,3,103
Oregon State,West Virginia,100.0,2,0,0,2
Oregon State,Wisconsin,33.33,1,2,0,3
Penn State,Alabama,33.33,5,10,0,15
Penn State,Arizona,100.0,1,0,0,1
Penn State,Arizona State,100.0,1,0,0,1
Penn State,Arkansas,0.0,0,1,0,1
Penn State,Auburn,75.0,3,1,0,4
Penn State,BYU,66.67,2,1,0,3
Penn State,Baylor,100.0,1,0,0,1
Penn State,Boston College,83.33,20,4,0,24
Penn State,California (Cal),75.0,3,1,0,4
Penn State,Cincinnati,88.89,8,1,0,9
Penn State,Clemson,50.0,1,1,0,2
Penn State,Colorado,50.0,1,1,0,2
Penn State,Duke,,0,0,0,0
Penn State,Florida,0.0,0,3,0,3
Penn State,Florida State,50.0,1,1,1,3
Penn State,Georgia,50.0,1,1,0,2
Penn State,Georgia Tech,57.14,4,3,0,7
Penn State,Houston,66.67,2,1,0,3
Penn State,Illinois,78.57,22,6,0,28
Penn State,Indiana,89.29,25,3,0,28
Penn State,Iowa,54.55,18,15,0,33
Penn State,Iowa State,,0,0,0,0
Penn State,Kansas,100.0,1,0,0,1
Penn State,Kansas State,100.0,2,0,0,2
Penn State,Kentucky,50.0,3,3,0,6
Penn State,LSU,100.0,2,0,0,2
Penn State,Louisville,100.0,2,0,0,2
Penn State,Maryland,93.62,44,3,1,48
Penn State,Miami (FL),53.85,7,6,0,13
Penn State,Michigan,37.04,10,17,0,27
Penn State,Michigan State,52.63,20,18,1,39
Penn State,Minnesota,64.71,11,6,0,17
Penn State,Mississippi State,,0,0,0,0
Penn State,Missouri,75.0,3,1,0,4
Penn State,NC State,89.47,17,2,0,19
Penn State,Nebraska,47.37,9,10,0,19
Penn State,North Carolina,0.0,0,1,0,1
Penn State,Northwestern,72.73,16,6,0,22
Penn State,Ohio State,34.15,14,27,0,41
Penn State,Oklahoma,0.0,0,2,0,2
Penn State,Oklahoma State,,0,0,0,0
Penn State,Ole Miss,0.0,0,1,0,1
Penn State,Oregon,50.0,3,3,0,6
Penn State,Oregon State,100.0,1,0,0,1
Penn State,Penn State,,0,0,0,0
Penn State,Pittsburgh,54.74,52,43,4,99
Penn State,Purdue,85.0,17,3,1,21
Penn State,Rutgers,94.29,33,2,0,35
Penn State,South Carolina,100.0,2,0,0,2
Penn State,Stanford,80.0,4,1,0,5
Penn State,Syracuse,65.15,43,23,5,71
Penn State,TCU,75.0,3,1,0,4
Penn State,Tennessee,60.0,3,2,0,5
Penn State,Texas,60.0,3,2,0,5
Penn State,Texas A&M,75.0,3,1,0,4
Penn State,Texas Tech,100.0,1,0,0,1
Penn State,UCF,75.0,3,1,0,4
Penn State,UCLA,37.5,3,5,0,8
Penn State,USC,45.45,5,6,0,11
Penn State,Utah,100.0,1,0,0,1
Penn State,Vanderbilt,0.0,0,1,0,1
Penn State,Virginia,57.14,4,3,0,7
Penn State,Virginia Tech,,0,0,0,0
Penn State,Wake Forest,100.0,1,0,0,1
Penn State,Washington,100.0,4,0,0,4
Penn State,Washington State,100.0,2,0,0,2
Penn State,West Virginia,84.75,50,9,2,61
Penn State,Wisconsin,57.14,12,9,0,21
Pittsburgh,Alabama,,0,0,0,0
Pittsburgh,Arizona,100.0,1,0,0,1
Pittsburgh,Arizona State,0.0,0,1,0,1
Pittsburgh,Arkansas,,0,0,0,0
Pittsburgh,Auburn,,0,0,0,0
Pittsburgh,BYU,50.0,1,1,0,2
Pittsburgh,Baylor,50.0,2,2,0,4
Pittsburgh,Boston College,54.29,19,16,0,35
Pittsburgh,California (Cal),66.67,4,2,0,6
Pittsburgh,Cincinnati,64.29,9,5,0,14
Pittsburgh,Clemson,50.0,3,3,0,6
Pittsburgh,Colorado,,0,0,0,0
Pittsburgh,Duke,62.96,17,10,0,27
Pittsburgh,Florida,,0,0,1,1
Pittsburgh,Florida State,58.33,7,5,0,12
Pittsburgh,Georgia,100.0,3,0,1,4
Pittsburgh,Georgia Tech,66.67,12,6,0,18
Pittsburgh,Houston,33.33,1,2,0,3
Pittsburgh,Illinois,25.0,2,6,0,8
Pittsburgh,Indiana,22.22,2,7,0,9
Pittsburgh,Iowa,42.86,3,4,0,7
Pittsburgh,Iowa State,0.0,0,1,0,1
Pittsburgh,Kansas,100.0,3,0,0,3
Pittsburgh,Kansas State,,0,0,0,0
Pittsburgh,Kentucky,100.0,1,0,0,1
Pittsburgh,LSU,,0,0,0,0
Pittsburgh,Louisville,50.0,11,11,0,22
Pittsburgh,Maryland,40.0,2,3,0,5
Pittsburgh,Miami (FL),28.57,12,30,1,43
Pittsburgh,Michigan,0.0,0,2,0,2
Pittsburgh,Michigan State,0.0,0,7,1,8
Pittsburgh,Minnesota,25.0,3,9,0,12
Pittsburgh,Mississippi State,,0,0,0,0
Pittsburgh,Missouri,100.0,1,0,0,1
Pittsburgh,NC State,54.55,6,5,1,12
Pittsburgh,Nebraska,71.43,15,6,3,24
Pittsburgh,North Carolina,33.33,6,12,0,18
Pittsburgh,Northwestern,42.86,3,4,0,7
Pittsburgh,Ohio State,20.83,5,19,1,25
Pittsburgh,Oklahoma,10.0,1,9,1,11
Pittsburgh,Oklahoma State,0.0,0,2,0,2
Pittsburgh,Ole Miss,0.0,0,1,0,1
Pittsburgh,Oregon,50.0,2,2,0,4
Pittsburgh,Oregon State,50.0,1,1,0,2
Pittsburgh,Penn State,45.26,43,52,4,99
Pittsburgh,Pittsburgh,,0,0,0,0
